date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:14:58	59/59	---MCZ	200	added ('OK')	text/plain	etag:W/%2265f1b80d-2d%22	https://www.odva.org/robots.txt		(from )
11:14:59	176749/176749	---MCZ	200	added ('OK')	text/html	date:Mon,%2017%20Nov%202025%2010:10:12%20GMT	https://www.odva.org/technology-standards/document-library/	./mi_copia_web/www.odva.org/technology-standards/document-library/index.html	(from )
11:15:01	495382/495382	---M--	200	added ('OK')	application/pdf	etag:%2268f93c41-78f16%22	https://www.odva.org/wp-content/uploads/2025/10/PUB00357R0.2_WATERMARKED_ODVA_Application_and_Agreement_for_Membership_and_Terms_of_Usage_Review_Copy.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2025/10/PUB00357R0.2_WATERMARKED_ODVA_Application_and_Agreement_for_Membership_and_Terms_of_Usage_Review_Copy.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:01	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Nov%202025%2010:15:01%20GMT	https://www.odva.org/wp-content/uploads/2022/10/PUB00036R10_ODVA-Brand-Standards-Identity-Guidelines.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2022/10/PUB00036R10_ODVA-Brand-Standards-Identity-Guidelines.2.delayed	(from https://www.odva.org/technology-standards/document-library/)
11:15:04	223191/223191	---M--	200	added ('OK')	application/pdf	etag:%2268ed2656-367d7%22	https://www.odva.org/wp-content/uploads/2025/10/PUB00008R7.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2025/10/PUB00008R7.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:04	3614246/3614246	---M--	200	added ('OK')	application/pdf	etag:%2266be5c62-372626%22	https://www.odva.org/wp-content/uploads/2024/08/PUB00036R11_ODVA-Brand-Standards-Identity-Guidelines.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2024/08/PUB00036R11_ODVA-Brand-Standards-Identity-Guidelines.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:05	248959/248959	---M--	200	added ('OK')	application/pdf	etag:%22681a5819-3cc7f%22	https://www.odva.org/wp-content/uploads/2025/05/PUB00317_ODVA-specification-mandatory-change-list_R21.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2025/05/PUB00317_ODVA-specification-mandatory-change-list_R21.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:06	155011/155011	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-25d83%22	https://www.odva.org/wp-content/uploads/2021/01/PUB00030R9.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2021/01/PUB00030R9.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:07	184089/184089	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7ff-2cf19%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00207R2_ODVA-Policy-Regarding-Intellectual-Property.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00207R2_ODVA-Policy-Regarding-Intellectual-Property.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:07	133778/133778	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-20a92%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00067R3-ODVA-Policy-for-Conduct-of-ODVA-Activities-for-Compliance-with-Antitrust-and-Competition-Laws.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00067R3-ODVA-Policy-for-Conduct-of-ODVA-Activities-for-Compliance-with-Antitrust-and-Competition-Laws.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:09	191627/191627	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7ff-2ec8b%22	https://www.odva.org/wp-content/uploads/2023/08/PUB00350R0_Dispute-Resolution-Policy.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2023/08/PUB00350R0_Dispute-Resolution-Policy.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:10	140284/140284	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7ff-223fc%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00222R2_Opening-Statement-for-Meeting-of-SIGs.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00222R2_Opening-Statement-for-Meeting-of-SIGs.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:10	270703/270703	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7e4-4216f%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00261R3.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00261R3.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:13	824846/824846	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7e4-c960e%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00122R2_CIP_Brochure.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00122R2_CIP_Brochure.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:16	919335/919335	---M--	200	added ('OK')	application/pdf	etag:%2266146663-e0727%22	https://www.odva.org/wp-content/uploads/2024/04/PUB00138R8_Ethernet.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2024/04/PUB00138R8_Ethernet.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:21	1560663/1560663	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7f8-17d057%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00095_PF-Test-Procedure-v9.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00095_PF-Test-Procedure-v9.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:25	1487410/1487410	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7fe-16b232%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00148R0_EtherNetIP_Media_Planning_and_Installation_Manual_Japanese.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00148R0_EtherNetIP_Media_Planning_and_Installation_Manual_Japanese.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:29	497226/497226	---M--	200	added ('OK')	application/pdf	etag:%2265f1b801-7964a%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00081R1_Performance_Methodology_v1.0.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00081R1_Performance_Methodology_v1.0.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:29	2635453/2635453	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7fe-2836bd%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00148R0_EtherNetIP_Media_Planning_and_Installation_Manual.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00148R0_EtherNetIP_Media_Planning_and_Installation_Manual.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:29	92927/92927	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7f8-16aff%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00080R1.1_Performance_Terminology.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00080R1.1_Performance_Terminology.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:30	1554451/1554451	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7f8-17b813%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00035R0_Infrastructure_Guide.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00035R0_Infrastructure_Guide.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:31	69626/69626	---M--	200	added ('OK')	application/pdf	etag:%2265f1b801-10ffa%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00028R0_EtherNet-IP_Addressing_Methods_V1.0.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00028R0_EtherNet-IP_Addressing_Methods_V1.0.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:31	3962814/3962814	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7fe-3c77be%22	https://www.odva.org/wp-content/uploads/2020/06/PUB00123R1_Common-Industrial_Protocol_and_Family_of_CIP_Networks.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/06/PUB00123R1_Common-Industrial_Protocol_and_Family_of_CIP_Networks.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:32	419477/419477	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7e3-66695%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00070_Recommended-Functionality-for-EIP-Devices-v10.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00070_Recommended-Functionality-for-EIP-Devices-v10.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:32	52858/52858	---M--	200	added ('OK')	application/pdf	etag:%2265f1b801-ce7a%22	https://www.odva.org/wp-content/uploads/2020/05/PUB0088R0_ODVA_DHCP_Option_82v2.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB0088R0_ODVA_DHCP_Option_82v2.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:35	1142590/1142590	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-116f3e%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00316R2_Guidelines-for-Using-Device-Level-Ring-DLR-with-EtherNetIP.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00316R2_Guidelines-for-Using-Device-Level-Ring-DLR-with-EtherNetIP.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:42	894810/894810	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-da75a%22	https://www.odva.org/wp-content/uploads/2021/05/PUB00026R5_Tech-Series-DeviceNet.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2021/05/PUB00026R5_Tech-Series-DeviceNet.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:45	276485/276485	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7fe-43805%22	https://www.odva.org/wp-content/uploads/2023/05/PUB00147R0-DeviceNet-Plant-Floor-Troubleshooting-Guide.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2023/05/PUB00147R0-DeviceNet-Plant-Floor-Troubleshooting-Guide.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:45	828013/828013	---M--	200	added ('OK')	application/pdf	etag:%2265f1b801-ca26d%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00161R1-Tech-Series-CompoNet.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00161R1-Tech-Series-CompoNet.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:45	3329703/3329703	---M--	200	added ('OK')	application/pdf	etag:%2265f1b801-32cea7%22	https://www.odva.org/wp-content/uploads/2023/05/PUB00027R1_Cable_Guide.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2023/05/PUB00027R1_Cable_Guide.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:45	4950962/4950962	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7ff-4b8bb2%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00213R0_EtherNetIP_Developers_Guide.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00213R0_EtherNetIP_Developers_Guide.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:50	809585/809585	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-c5a71%22	https://www.odva.org/wp-content/uploads/2020/05/PUB00200R1-Tech-Series-ControlNet.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/05/PUB00200R1-Tech-Series-ControlNet.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:53	1098631/1098631	---M--	200	added ('OK')	application/pdf	etag:%2265f1b7f8-10c387%22	https://www.odva.org/wp-content/uploads/2020/11/PUB00110R4_CIP_Safety.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2020/11/PUB00110R4_CIP_Safety.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:53	878553/878553	---M--	200	added ('OK')	application/pdf	etag:%2265f1b80d-d67d9%22	https://www.odva.org/wp-content/uploads/2021/08/PUB00343R1_Wireless_Functional_Safety.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2021/08/PUB00343R1_Wireless_Functional_Safety.pdf	(from https://www.odva.org/technology-standards/document-library/)
11:15:54	852728/852728	---M--	200	added ('OK')	application/pdf	etag:%2265f1b807-d02f8%22	https://www.odva.org/wp-content/uploads/2021/08/PUB00343R1_Wireless_Functional_Safety_JP.pdf	./mi_copia_web/www.odva.org/wp-content/uploads/2021/08/PUB00343R1_Wireless_Functional_Safety_JP.pdf	(from https://www.odva.org/technology-standards/document-library/)
